Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
Khanapur,Villa,2,3061,499.34,0.16,1990,Semi-furnished,2,15,35,5,7,High,No,Yes,"Playground, Garden, Gym",South,Broker,Under_Construction
Begumpet,Apartment,3,3485,347.16,0.1,2014,Furnished,8,24,11,5,8,Medium,Yes,No,Clubhouse,North,Broker,Ready_to_Move
Banjara Hills,Villa,3,2782,250.56,0.09,2014,Unfurnished,17,10,11,6,3,Medium,No,Yes,Garden,South,Broker,Under_Construction
Raidurg,Apartment,3,4993,165.71,0.03,1994,Unfurnished,13,14,31,3,5,High,No,Yes,Garden,North,Owner,Under_Construction
Hitech City,Apartment,5,4187,288.44,0.07,2013,Semi-furnished,27,12,12,5,3,Medium,Yes,Yes,Gym,South,Broker,Under_Construction
Madhapur,Villa,5,3492,308.06,0.09,2013,Furnished,23,3,12,10,2,High,No,No,"Gym, Clubhouse",South,Builder,Ready_to_Move
Banjara Hills,Apartment,5,1019,237.02,0.23,2005,Unfurnished,15,3,20,3,8,Medium,Yes,No,"Clubhouse, Garden, Playground",West,Builder,Ready_to_Move
Narsingi,Independent House,2,4146,147.08,0.04,2016,Furnished,24,10,9,1,1,High,Yes,Yes,"Pool, Garden",North,Builder,Under_Construction
Begumpet,Villa,2,2326,72.9,0.03,1998,Unfurnished,20,3,27,1,3,Low,No,No,"Pool, Gym, Garden, Clubhouse, Playground",North,Broker,Ready_to_Move
Film Nagar,Apartment,1,4499,210.49,0.05,1990,Semi-furnished,12,8,35,9,4,Medium,Yes,No,"Gym, Clubhouse, Playground",North,Owner,Under_Construction
Gachibowli,Independent House,3,696,211.12,0.3,2019,Unfurnished,1,21,6,1,7,High,Yes,No,Playground,South,Builder,Under_Construction
Film Nagar,Independent House,3,4427,127.51,0.03,1998,Furnished,6,2,27,3,8,Low,Yes,Yes,Playground,North,Broker,Under_Construction
Gachibowli,Villa,2,1703,219.34,0.13,2019,Unfurnished,25,27,6,5,10,Low,No,Yes,"Playground, Gym, Pool",West,Broker,Under_Construction
Hitech City,Independent House,4,4720,105.86,0.02,2006,Furnished,29,16,19,2,8,Low,No,No,Gym,East,Broker,Ready_to_Move
Nanakramguda,Apartment,2,3590,210.92,0.06,2014,Semi-furnished,18,27,11,5,3,High,No,No,Playground,South,Builder,Ready_to_Move
Film Nagar,Independent House,1,2870,136.36,0.05,2003,Furnished,20,24,22,6,7,Medium,No,Yes,"Gym, Clubhouse",North,Builder,Under_Construction
Nanakramguda,Independent House,3,4029,490.04,0.12,1996,Semi-furnished,24,18,29,5,10,Low,No,Yes,Playground,West,Broker,Ready_to_Move
Gachibowli,Villa,4,2231,203.37,0.09,2003,Unfurnished,7,7,22,8,5,Medium,Yes,No,"Garden, Gym, Pool",North,Builder,Ready_to_Move
Narsingi,Apartment,5,1861,333.34,0.18,1998,Unfurnished,12,23,27,1,7,High,Yes,Yes,"Playground, Clubhouse, Gym, Garden",East,Builder,Ready_to_Move
Jubilee Hills,Villa,1,530,382.53,0.72,2019,Unfurnished,26,15,6,2,2,High,No,Yes,"Gym, Pool",South,Owner,Under_Construction
Gachibowli,Independent House,4,2015,160.98,0.08,2011,Furnished,2,27,14,2,7,High,Yes,Yes,"Pool, Garden, Clubhouse, Playground",East,Broker,Ready_to_Move
Film Nagar,Apartment,4,4353,220.74,0.05,1994,Semi-furnished,24,7,31,4,8,Medium,No,Yes,"Garden, Clubhouse",East,Broker,Under_Construction
Banjara Hills,Villa,3,1242,211.16,0.17,1999,Furnished,28,14,26,4,3,High,No,Yes,"Pool, Garden, Playground, Gym",South,Broker,Under_Construction
Hitech City,Independent House,5,3954,13.04,0.0,1999,Furnished,21,18,26,9,5,Low,Yes,No,"Pool, Gym, Clubhouse, Garden, Playground",East,Broker,Ready_to_Move
Kavuri Hills,Apartment,2,4655,161.31,0.03,2009,Unfurnished,6,7,16,5,9,Medium,No,No,"Gym, Garden, Clubhouse, Pool",West,Builder,Ready_to_Move
Gachibowli,Independent House,4,3101,19.54,0.01,2004,Semi-furnished,8,10,21,9,1,High,Yes,Yes,"Clubhouse, Garden, Playground",West,Owner,Under_Construction
Khanapur,Apartment,4,3641,168.29,0.05,2011,Unfurnished,13,1,14,5,1,Medium,Yes,Yes,"Clubhouse, Playground, Gym, Pool, Garden",North,Builder,Under_Construction
Kokapet,Apartment,4,1897,75.36,0.04,2017,Furnished,30,18,8,6,3,Medium,No,Yes,Garden,West,Builder,Ready_to_Move
Banjara Hills,Villa,1,3105,117.22,0.04,2021,Semi-furnished,11,27,4,10,5,High,Yes,No,"Playground, Pool, Gym",South,Broker,Under_Construction
Jubilee Hills,Independent House,4,3844,196.87,0.05,2015,Unfurnished,23,20,10,9,8,Low,Yes,No,"Garden, Gym, Pool, Clubhouse",North,Builder,Under_Construction
Madhapur,Apartment,2,595,126.64,0.21,2005,Semi-furnished,17,22,20,10,1,Medium,Yes,Yes,"Gym, Clubhouse, Playground, Pool",North,Owner,Ready_to_Move
Madhapur,Independent House,1,2880,114.83,0.04,2018,Semi-furnished,22,12,7,9,6,High,No,No,"Garden, Pool, Gym, Clubhouse, Playground",West,Broker,Under_Construction
Madhapur,Independent House,5,3080,400.42,0.13,2013,Semi-furnished,7,13,12,10,6,Medium,No,Yes,"Playground, Clubhouse",South,Broker,Ready_to_Move
Financial District,Independent House,1,4360,288.53,0.07,1995,Unfurnished,21,12,30,9,3,High,No,Yes,"Gym, Playground",North,Builder,Under_Construction
Banjara Hills,Independent House,3,3718,494.87,0.13,2010,Furnished,15,22,15,5,1,Medium,No,No,Clubhouse,North,Builder,Under_Construction
Financial District,Apartment,5,873,314.11,0.36,2023,Furnished,8,14,2,6,9,Low,No,No,"Pool, Garden, Gym",South,Owner,Under_Construction
Hitech City,Apartment,2,3550,487.33,0.14,2010,Unfurnished,23,30,15,2,2,High,Yes,No,Clubhouse,East,Builder,Under_Construction
Hitech City,Apartment,5,1688,280.2,0.17,2013,Furnished,20,12,12,2,3,Medium,Yes,No,"Clubhouse, Garden, Gym",North,Builder,Ready_to_Move
Jubilee Hills,Villa,2,4675,243.02,0.05,2004,Semi-furnished,4,12,21,3,7,Low,No,Yes,Playground,East,Builder,Under_Construction
Gachibowli,Villa,4,1951,162.37,0.08,2017,Furnished,19,1,8,3,10,High,Yes,No,"Garden, Clubhouse, Playground, Gym",South,Owner,Under_Construction
Banjara Hills,Independent House,2,1643,396.94,0.24,1999,Furnished,6,14,26,10,8,Low,No,Yes,"Pool, Garden, Gym",South,Broker,Under_Construction
Kokapet,Villa,2,2212,310.06,0.14,2003,Semi-furnished,1,13,22,5,6,Medium,Yes,Yes,"Playground, Gym, Pool, Garden",East,Broker,Ready_to_Move
Financial District,Villa,5,3325,499.95,0.15,2023,Unfurnished,25,26,2,4,7,Medium,Yes,No,"Pool, Playground, Garden, Clubhouse",North,Owner,Under_Construction
Madhapur,Apartment,4,2675,225.54,0.08,1997,Unfurnished,6,18,28,8,9,Low,Yes,Yes,"Gym, Clubhouse",East,Broker,Under_Construction
Narsingi,Independent House,1,1488,145.59,0.1,1998,Unfurnished,15,26,27,3,4,Low,Yes,Yes,"Pool, Gym, Playground",North,Broker,Ready_to_Move
Khanapur,Apartment,1,4018,445.61,0.11,2012,Furnished,19,18,13,3,5,Low,Yes,Yes,Playground,South,Broker,Under_Construction
Madhapur,Independent House,3,566,316.28,0.56,2002,Unfurnished,11,8,23,2,9,Medium,No,Yes,"Gym, Clubhouse, Garden, Playground, Pool",West,Owner,Under_Construction
Madhapur,Apartment,5,588,440.74,0.75,2017,Furnished,19,10,8,3,7,Medium,Yes,No,"Gym, Playground, Clubhouse",North,Owner,Ready_to_Move
Somajiguda,Apartment,5,1057,70.85,0.07,1999,Unfurnished,21,20,26,7,10,High,Yes,Yes,"Garden, Pool, Gym, Playground, Clubhouse",North,Owner,Ready_to_Move
Somajiguda,Villa,2,1917,12.74,0.01,1996,Unfurnished,10,23,29,7,5,Medium,Yes,Yes,Playground,East,Owner,Under_Construction
Hitech City,Apartment,5,4609,93.58,0.02,2020,Furnished,29,26,5,1,6,Medium,No,Yes,"Playground, Pool, Garden, Clubhouse, Gym",East,Builder,Ready_to_Move
Financial District,Independent House,4,665,60.34,0.09,2020,Furnished,18,6,5,10,2,High,Yes,Yes,Garden,South,Owner,Under_Construction
Jubilee Hills,Apartment,4,2716,310.02,0.11,2008,Furnished,2,13,17,7,3,Medium,No,Yes,"Clubhouse, Pool, Gym, Garden",West,Broker,Ready_to_Move
Raidurg,Apartment,1,701,152.4,0.22,2005,Semi-furnished,2,12,20,4,1,Low,Yes,Yes,"Playground, Pool, Gym, Garden, Clubhouse",South,Owner,Ready_to_Move
Banjara Hills,Independent House,1,1170,190.65,0.16,2011,Furnished,1,11,14,5,1,High,Yes,Yes,"Pool, Gym, Clubhouse",West,Owner,Ready_to_Move
Kavuri Hills,Villa,1,649,266.53,0.41,1996,Semi-furnished,21,24,29,6,4,Medium,Yes,No,"Clubhouse, Gym, Garden, Pool, Playground",South,Builder,Under_Construction
Raidurg,Apartment,5,2477,457.75,0.18,2006,Semi-furnished,16,27,19,8,2,High,Yes,Yes,"Clubhouse, Pool",West,Broker,Under_Construction
Gachibowli,Independent House,5,4332,280.45,0.06,2020,Unfurnished,24,11,5,10,7,High,No,No,"Clubhouse, Playground, Garden, Gym, Pool",South,Builder,Ready_to_Move
Somajiguda,Villa,2,611,33.13,0.05,2016,Furnished,6,27,9,9,4,Low,Yes,Yes,Clubhouse,East,Broker,Under_Construction
Financial District,Apartment,4,4095,78.21,0.02,2002,Unfurnished,19,1,23,3,3,Low,Yes,Yes,Playground,South,Broker,Under_Construction
Hitech City,Independent House,5,2327,301.71,0.13,2009,Semi-furnished,27,30,16,3,10,Medium,No,No,"Playground, Pool, Garden, Gym",East,Broker,Under_Construction
Begumpet,Villa,1,2810,377.97,0.13,2012,Unfurnished,19,24,13,1,2,High,No,Yes,Pool,North,Owner,Ready_to_Move
Banjara Hills,Independent House,4,4208,65.95,0.02,2010,Unfurnished,19,15,15,3,1,Low,No,Yes,"Pool, Clubhouse, Gym, Garden",North,Owner,Ready_to_Move
Banjara Hills,Villa,4,4563,255.01,0.06,1990,Unfurnished,23,4,35,10,3,High,No,Yes,"Gym, Clubhouse, Pool, Garden, Playground",South,Builder,Under_Construction
Narsingi,Independent House,4,1675,307.3,0.18,1997,Furnished,22,14,28,1,10,Medium,No,Yes,"Clubhouse, Garden, Pool, Playground",East,Broker,Under_Construction
Hitech City,Villa,1,2915,211.87,0.07,1991,Semi-furnished,8,4,34,5,2,High,Yes,Yes,"Clubhouse, Playground, Gym, Pool, Garden",North,Broker,Ready_to_Move
Hitech City,Apartment,2,3030,455.29,0.15,2011,Unfurnished,30,28,14,9,10,Low,Yes,Yes,"Clubhouse, Gym, Playground",West,Broker,Under_Construction
Gachibowli,Independent House,3,3513,454.1,0.13,1990,Furnished,27,16,35,8,7,High,No,Yes,"Gym, Garden, Playground",North,Owner,Ready_to_Move
Film Nagar,Independent House,3,4632,92.32,0.02,2011,Furnished,7,11,14,1,1,Low,No,Yes,Pool,East,Broker,Ready_to_Move
Khanapur,Apartment,4,812,334.15,0.41,2019,Furnished,29,28,6,9,4,Low,Yes,Yes,"Playground, Pool, Clubhouse, Gym",West,Builder,Under_Construction
Financial District,Independent House,3,3925,29.73,0.01,2008,Unfurnished,8,2,17,5,2,High,Yes,Yes,"Pool, Playground, Clubhouse",East,Owner,Under_Construction
Khanapur,Villa,1,1317,234.64,0.18,2013,Furnished,21,13,12,9,2,Low,No,No,"Pool, Garden, Clubhouse, Gym",East,Broker,Under_Construction
Kokapet,Apartment,3,1581,72.89,0.05,1992,Furnished,26,18,33,3,3,High,Yes,Yes,"Gym, Playground",South,Builder,Under_Construction
Madhapur,Apartment,4,3443,453.35,0.13,1993,Furnished,1,28,32,8,9,Low,No,No,Playground,West,Builder,Under_Construction
Somajiguda,Apartment,4,1993,185.44,0.09,2006,Furnished,11,21,19,3,3,Low,No,No,"Clubhouse, Gym, Playground",East,Owner,Under_Construction
Gachibowli,Villa,1,973,166.95,0.17,2019,Semi-furnished,23,9,6,9,1,Medium,Yes,No,Playground,West,Broker,Ready_to_Move
Somajiguda,Apartment,1,4322,466.98,0.11,1999,Semi-furnished,28,2,26,9,2,High,Yes,No,"Gym, Garden, Clubhouse",South,Broker,Ready_to_Move
Banjara Hills,Villa,2,1450,75.43,0.05,2015,Semi-furnished,16,16,10,7,7,Medium,No,Yes,Playground,North,Builder,Ready_to_Move
Banjara Hills,Apartment,2,1949,318.3,0.16,1993,Semi-furnished,20,22,32,3,10,Low,Yes,Yes,"Pool, Clubhouse",East,Owner,Ready_to_Move
Kokapet,Villa,5,1844,17.79,0.01,2014,Unfurnished,18,4,11,2,7,High,No,Yes,"Playground, Garden, Gym, Pool, Clubhouse",South,Builder,Under_Construction
Raidurg,Villa,5,4374,191.66,0.04,2006,Unfurnished,29,16,19,3,3,High,No,No,"Gym, Playground",East,Broker,Ready_to_Move
Raidurg,Villa,3,1029,289.86,0.28,2008,Furnished,9,22,17,6,5,Low,No,Yes,"Playground, Gym, Pool, Garden, Clubhouse",South,Owner,Ready_to_Move
Jubilee Hills,Villa,3,4720,462.19,0.1,2015,Furnished,28,25,10,1,7,High,Yes,Yes,"Pool, Playground, Gym, Garden",North,Builder,Under_Construction
Jubilee Hills,Villa,1,3871,102.27,0.03,1990,Furnished,23,4,35,3,3,High,Yes,Yes,Garden,South,Broker,Under_Construction
Film Nagar,Villa,2,1489,71.5,0.05,1997,Unfurnished,27,22,28,3,7,Low,Yes,No,"Garden, Gym, Pool",East,Broker,Ready_to_Move
Film Nagar,Villa,5,3049,64.57,0.02,1995,Furnished,16,22,30,4,2,High,Yes,No,"Clubhouse, Pool, Gym, Garden, Playground",South,Broker,Under_Construction
Kavuri Hills,Apartment,3,3254,395.99,0.12,2003,Furnished,28,23,22,2,7,High,Yes,Yes,"Gym, Pool, Garden, Clubhouse",West,Owner,Ready_to_Move
Madhapur,Villa,2,4772,319.22,0.07,2004,Unfurnished,1,24,21,9,4,Low,Yes,No,"Playground, Pool, Garden, Clubhouse, Gym",South,Broker,Ready_to_Move
Khanapur,Apartment,4,3970,211.48,0.05,2003,Furnished,13,26,22,6,8,Medium,Yes,No,"Clubhouse, Gym",North,Builder,Ready_to_Move
Film Nagar,Villa,4,3175,498.92,0.16,1992,Unfurnished,11,6,33,2,5,Medium,No,No,"Playground, Pool, Gym, Clubhouse",East,Broker,Under_Construction
Hitech City,Independent House,5,3835,320.0,0.08,2010,Unfurnished,9,17,15,10,5,High,Yes,Yes,"Garden, Pool, Playground",West,Builder,Ready_to_Move
Jubilee Hills,Villa,2,2677,82.45,0.03,2021,Unfurnished,7,2,4,8,6,Medium,No,Yes,"Clubhouse, Garden, Pool, Playground",South,Builder,Ready_to_Move
Nanakramguda,Villa,2,4226,303.27,0.07,2000,Furnished,1,17,25,6,10,Medium,No,No,"Pool, Playground, Garden, Gym, Clubhouse",South,Owner,Under_Construction
Narsingi,Independent House,4,1404,229.99,0.16,2015,Unfurnished,25,28,10,5,9,Low,No,No,"Playground, Gym, Clubhouse",East,Broker,Under_Construction
Nanakramguda,Villa,3,2069,156.61,0.08,2006,Unfurnished,20,20,19,4,4,High,No,Yes,"Garden, Gym",East,Broker,Under_Construction
Kavuri Hills,Apartment,4,3800,341.81,0.09,2021,Semi-furnished,30,28,4,10,2,Medium,Yes,No,"Clubhouse, Gym, Playground, Pool, Garden",West,Owner,Ready_to_Move
Kavuri Hills,Apartment,2,1145,186.74,0.16,2003,Semi-furnished,28,3,22,5,9,High,No,No,"Playground, Garden, Pool",North,Broker,Ready_to_Move
Financial District,Apartment,4,3956,235.87,0.06,2002,Furnished,29,17,23,7,10,Medium,No,No,"Pool, Garden, Clubhouse",West,Broker,Ready_to_Move
Khanapur,Apartment,5,3787,178.66,0.05,1999,Furnished,9,29,26,8,4,Low,No,Yes,"Clubhouse, Garden",West,Broker,Ready_to_Move
Begumpet,Independent House,2,3567,34.8,0.01,2000,Furnished,9,25,25,1,3,Low,Yes,Yes,"Gym, Playground, Garden, Pool",North,Broker,Ready_to_Move
Narsingi,Villa,1,2867,203.42,0.07,1990,Furnished,11,14,35,8,8,High,No,Yes,"Pool, Clubhouse, Playground, Gym",North,Broker,Under_Construction
Gachibowli,Apartment,5,2593,450.54,0.17,2000,Semi-furnished,23,2,25,4,2,Low,No,No,"Playground, Garden, Clubhouse, Gym, Pool",North,Owner,Ready_to_Move
Jubilee Hills,Independent House,1,1237,357.81,0.29,1995,Unfurnished,19,12,30,2,8,Medium,No,Yes,"Clubhouse, Playground, Garden, Pool",East,Builder,Under_Construction
Financial District,Independent House,1,2092,136.9,0.07,1996,Unfurnished,30,29,29,6,7,Low,No,Yes,Garden,North,Broker,Ready_to_Move
Kokapet,Villa,3,2282,473.77,0.21,1991,Furnished,28,24,34,2,1,Medium,No,No,Garden,West,Builder,Ready_to_Move
Financial District,Apartment,2,4489,401.99,0.09,2017,Unfurnished,10,25,8,6,2,Low,Yes,No,"Garden, Clubhouse, Playground, Pool, Gym",West,Broker,Under_Construction
Narsingi,Apartment,3,4508,430.17,0.1,1999,Unfurnished,21,4,26,2,8,High,Yes,No,"Garden, Pool, Playground",West,Broker,Ready_to_Move
Narsingi,Independent House,4,4959,246.5,0.05,2003,Furnished,5,11,22,9,7,High,No,Yes,"Garden, Pool, Gym, Clubhouse, Playground",North,Broker,Under_Construction
Kavuri Hills,Apartment,4,1967,264.6,0.13,2017,Furnished,25,7,8,6,10,High,No,Yes,"Gym, Pool, Garden, Clubhouse",East,Builder,Under_Construction
Kokapet,Apartment,1,2115,184.29,0.09,2008,Unfurnished,5,3,17,2,8,Low,No,Yes,"Clubhouse, Pool",East,Broker,Ready_to_Move
Raidurg,Independent House,5,3621,408.98,0.11,2005,Semi-furnished,4,13,20,1,2,Medium,Yes,Yes,Garden,East,Broker,Ready_to_Move
Madhapur,Apartment,2,785,252.02,0.32,2009,Furnished,2,18,16,4,2,Medium,No,No,"Gym, Garden, Clubhouse, Playground",West,Builder,Under_Construction
Hitech City,Apartment,2,919,399.81,0.44,2022,Unfurnished,17,9,3,9,3,Medium,No,Yes,Garden,West,Broker,Under_Construction
Banjara Hills,Independent House,3,2864,55.38,0.02,2005,Unfurnished,10,21,20,7,4,High,No,No,"Garden, Clubhouse",South,Owner,Under_Construction
Narsingi,Independent House,3,2023,87.28,0.04,2006,Unfurnished,9,21,19,7,8,Low,No,No,"Clubhouse, Gym, Garden, Pool, Playground",South,Owner,Ready_to_Move
Madhapur,Villa,3,4144,183.45,0.04,2019,Furnished,25,16,6,9,9,Medium,No,No,"Pool, Garden, Playground, Gym",South,Broker,Under_Construction
Madhapur,Villa,4,1807,77.15,0.04,1993,Unfurnished,3,7,32,3,9,High,No,Yes,"Garden, Playground, Gym",West,Owner,Under_Construction
Raidurg,Independent House,3,2991,381.29,0.13,2014,Furnished,5,25,11,3,3,Low,No,No,"Gym, Clubhouse, Garden, Pool",East,Builder,Under_Construction
Kokapet,Independent House,3,1877,470.33,0.25,2009,Furnished,4,11,16,8,3,High,Yes,Yes,"Pool, Playground",West,Owner,Ready_to_Move
Begumpet,Independent House,3,2780,428.35,0.15,1998,Semi-furnished,15,8,27,10,10,High,No,No,"Playground, Pool, Garden, Clubhouse, Gym",East,Builder,Under_Construction
Begumpet,Villa,1,1017,476.67,0.47,2000,Unfurnished,25,23,25,3,8,High,No,Yes,"Clubhouse, Playground, Gym, Pool, Garden",East,Builder,Ready_to_Move
Kokapet,Independent House,1,3815,298.35,0.08,2006,Semi-furnished,16,20,19,9,7,Low,Yes,Yes,"Clubhouse, Pool",West,Owner,Ready_to_Move
Somajiguda,Villa,5,3005,333.75,0.11,2019,Furnished,18,25,6,5,5,High,Yes,No,Clubhouse,South,Owner,Under_Construction
Kokapet,Independent House,1,3697,115.04,0.03,2020,Semi-furnished,11,29,5,6,7,Low,No,Yes,"Gym, Clubhouse, Playground, Garden",East,Builder,Ready_to_Move
Jubilee Hills,Independent House,1,541,385.15,0.71,2022,Unfurnished,18,10,3,4,8,Low,No,Yes,"Gym, Clubhouse, Playground, Garden, Pool",West,Builder,Ready_to_Move
Kavuri Hills,Independent House,4,800,75.22,0.09,2006,Semi-furnished,14,16,19,6,6,High,No,No,"Gym, Clubhouse, Pool, Garden",West,Builder,Under_Construction
Somajiguda,Villa,1,2898,286.02,0.1,2019,Furnished,13,11,6,6,3,Low,No,No,"Pool, Garden, Playground, Gym, Clubhouse",West,Broker,Ready_to_Move
Somajiguda,Apartment,5,704,76.35,0.11,2008,Unfurnished,5,12,17,7,10,Medium,Yes,No,"Playground, Gym, Clubhouse, Garden, Pool",West,Owner,Ready_to_Move
Jubilee Hills,Villa,5,646,409.76,0.63,2002,Furnished,15,6,23,9,7,Low,No,No,"Garden, Gym, Clubhouse",West,Broker,Under_Construction
Gachibowli,Apartment,3,1581,80.5,0.05,2012,Semi-furnished,5,30,13,8,3,Medium,No,No,"Gym, Clubhouse, Playground, Pool",South,Broker,Under_Construction
Narsingi,Independent House,3,3660,279.68,0.08,2010,Unfurnished,20,21,15,2,10,Medium,Yes,No,"Gym, Playground, Clubhouse, Garden",West,Owner,Under_Construction
Kavuri Hills,Villa,2,2226,100.32,0.05,1992,Unfurnished,11,14,33,9,7,High,Yes,No,"Gym, Garden",North,Broker,Ready_to_Move
Madhapur,Apartment,4,1677,461.65,0.28,2014,Furnished,11,23,11,7,9,High,No,No,Garden,East,Owner,Ready_to_Move
Hitech City,Villa,2,3542,488.61,0.14,2016,Semi-furnished,11,24,9,5,4,Medium,No,No,"Playground, Clubhouse",South,Builder,Under_Construction
Nanakramguda,Apartment,4,3844,454.31,0.12,1993,Unfurnished,14,23,32,3,5,Medium,No,Yes,"Playground, Pool, Clubhouse, Garden, Gym",East,Owner,Ready_to_Move
Madhapur,Villa,4,2572,174.67,0.07,2011,Unfurnished,4,29,14,7,7,Medium,No,Yes,Clubhouse,West,Broker,Ready_to_Move
Kavuri Hills,Independent House,4,4532,490.32,0.11,2013,Unfurnished,7,10,12,1,4,Low,No,Yes,Garden,East,Builder,Under_Construction
Somajiguda,Independent House,5,4412,160.34,0.04,1990,Unfurnished,7,8,35,6,3,High,No,Yes,"Playground, Pool, Clubhouse",North,Owner,Under_Construction
Financial District,Villa,3,3125,265.55,0.08,1997,Unfurnished,23,10,28,2,5,Low,Yes,Yes,"Pool, Gym, Playground",East,Builder,Ready_to_Move
Jubilee Hills,Villa,1,1151,405.32,0.35,2022,Unfurnished,1,25,3,1,9,High,No,Yes,"Pool, Clubhouse, Garden, Gym",South,Owner,Under_Construction
Somajiguda,Villa,5,4687,481.77,0.1,2002,Semi-furnished,14,17,23,9,5,Low,Yes,No,"Gym, Playground, Garden, Pool, Clubhouse",North,Builder,Ready_to_Move
Somajiguda,Apartment,2,2101,180.19,0.09,2003,Furnished,26,24,22,4,5,Low,No,No,"Gym, Clubhouse, Pool, Playground",East,Owner,Under_Construction
Begumpet,Villa,2,2194,417.92,0.19,2016,Unfurnished,16,10,9,8,1,Low,No,No,"Playground, Pool, Garden",North,Broker,Ready_to_Move
Khanapur,Independent House,3,3103,450.39,0.15,2001,Unfurnished,19,22,24,3,4,Medium,Yes,No,"Garden, Gym, Clubhouse, Playground",West,Broker,Ready_to_Move
Madhapur,Villa,1,1492,317.27,0.21,2008,Furnished,24,7,17,1,7,High,No,Yes,"Garden, Gym",East,Broker,Under_Construction
Nanakramguda,Apartment,1,2507,176.59,0.07,1993,Furnished,17,25,32,7,10,Medium,No,No,"Garden, Playground, Gym, Pool",West,Owner,Under_Construction
Madhapur,Independent House,4,2681,234.58,0.09,2017,Furnished,11,30,8,9,5,Low,No,No,"Clubhouse, Pool",East,Builder,Under_Construction
Jubilee Hills,Independent House,2,2632,212.08,0.08,2006,Furnished,27,28,19,7,1,Medium,No,Yes,"Garden, Gym, Playground, Pool",West,Builder,Under_Construction
Jubilee Hills,Villa,2,1606,37.93,0.02,2012,Unfurnished,29,3,13,3,2,Low,No,No,Clubhouse,West,Builder,Under_Construction
Nanakramguda,Independent House,5,4089,105.1,0.03,1994,Unfurnished,6,2,31,4,8,Low,Yes,Yes,"Gym, Garden, Clubhouse, Pool, Playground",East,Builder,Ready_to_Move
Financial District,Apartment,3,2461,463.72,0.19,1994,Unfurnished,12,19,31,7,5,Low,Yes,No,"Garden, Clubhouse, Gym, Pool, Playground",West,Broker,Under_Construction
Jubilee Hills,Apartment,4,2306,144.57,0.06,1996,Furnished,12,13,29,8,10,High,Yes,No,"Gym, Garden, Playground",West,Owner,Ready_to_Move
Hitech City,Independent House,4,2603,406.26,0.16,2023,Semi-furnished,27,4,2,10,2,Low,Yes,No,"Pool, Playground",East,Broker,Ready_to_Move
Khanapur,Villa,3,1386,475.76,0.34,2013,Unfurnished,5,24,12,1,5,Medium,Yes,No,"Playground, Gym",North,Broker,Ready_to_Move
Madhapur,Independent House,2,3494,109.71,0.03,2003,Furnished,25,6,22,6,10,High,No,Yes,"Clubhouse, Pool, Playground, Garden",South,Broker,Ready_to_Move
Madhapur,Apartment,1,4409,317.99,0.07,1996,Unfurnished,19,10,29,10,7,Medium,No,Yes,"Pool, Gym",West,Builder,Under_Construction
Hitech City,Villa,2,2724,74.18,0.03,1997,Semi-furnished,22,5,28,7,7,Medium,Yes,No,Pool,West,Broker,Ready_to_Move
